##*************************************
#Arabic Stop word list for morphology analysis and information retrival
#Version        : 0.9
#Generated at   : 2023/02/02:08:54 
#Author         : Taha Zerrouki
#Web            : http://arabicstopwords.sf.net
#Source         : http://github.com/linuxscout/arabicstopwords
#*************************************
word	vocalized	type_word	class_word	has_conjuction	has_definition	has_preposition	has_pronoun	has_interrog	has_conjugation	has_qasam	is_defined	is_inflected	tanwin	action	object_type	need
استحال	اِسْتَحَالَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
انقلب	اِنْقَلَبَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
بات	بَاتَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
تبدل	تَبَدَّلَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
تحول	تَحَوَّلَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
حار	حَارَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
راح	رَاحَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
رجع	رَجَعَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
صار	صَارَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
ظل	ظَلَّ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
عاد	عَادَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
غدا	غَدَا	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
كان	كَانَ	فعل	كان و أخواتها	1	0	0	0	0	1	1	0	0	0	رافع	اسم	
لست	لَسْتَ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لست	لَسْتُ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لست	لَسْتِ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لستم	لَسْتُم	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لستما	لَسْتُمَا	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لستن	لَسْتُنَّ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لسن	لَسْنَ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لسنا	لَسْنَا	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ليس	لَيْسَ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ليسا	لَيْسَا	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ليست	لَيْسَتْ	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ليستا	لَيْسَتَا	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ليسوا	لَيْسُوا	فعل	كان و أخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
ماانفك	مَااِنْفَكَّ	فعل	كان و أخواتها	1	0	0	0	0	1	0	0	0	0	رافع	اسم	
مابرح	مَابَرِحَ	فعل	كان و أخواتها	1	0	0	0	0	1	0	0	0	0	رافع	اسم	
مادام	مَادَامَ	فعل	كان و أخواتها	1	0	0	0	0	1	0	0	0	0	رافع	اسم	
مازال	مَازَالَ	فعل	كان و أخواتها	1	0	0	0	0	1	0	0	0	0	رافع	اسم	
مافتئ	مَافَتِئَ	فعل	كان و أخواتها	1	0	0	0	0	1	0	0	0	0	رافع	اسم	
بضع	بِضْعَ	اسم	كناية	1	0	0	1	1	0	0	0	0	0			
ذيت	ذَيْتَ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
فلان	فُلَانٌ	اسم	كناية	1	0	0	0	1	0	0	0	0	0			
كأي	كَأَيٍّ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
كأين	كَأَيَّنَ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
كأين	كَأَيْنَ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
كذا	كَذَا	اسم	كناية	1	0	0	0	1	0	0	0	0	0			
كم	كَمْ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
كيت	كَيْتَ	اسم	كناية	1	0	0	0	0	0	0	0	0	0			
لا	لَا	حرف	نافية للجنس	1	0	0	0	1	0	0	0	0	0			
لا	لَا	حرف	ناهية	1	0	0	0	1	0	0	0	0	0	جازم	فعل	
فقط	فَقَطْ	حرف		1	0	0	0	0	0	0	0	0	0			
و	وَ	حرف	حرف عطف	0	0	0	0	0	0	0	0	0	0	متبع		
بن	بْن	اسم	وصل الأعلام	0	0	0	0	0	0	0	0	0	0	جار	اسم	
إلا	إِلَّا	حرف	حرف استثناء	1	0	0	0	0	0	0	0	0	0		اسم	
أيضا	أَيْضًا	اسم	توكيد	1	0	0	0	0	0	0	0	0	0	عاطل		
بينما	بَيْنَمَا	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
لا	لَا	حرف	نافية	1	0	0	0	1	0	0	0	0	0	رافع	فعل	
جدا	جِدًّا	اسم	توكيد	0	0	0	0	0	0	0	0	0	0	عاطل		
حينما	حِينَمَا	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
مثلما	مِثْلَمَا	اسم	جار ومجرور	1	0	0	0	1	0	0	0	0	0	عاطل		
حسبما	حَسْبَمَا	اسم	جار ومجرور	1	0	0	0	1	0	0	0	0	0	عاطل		
آنذاك	آنَذَاكَ	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
آنئذ	آنَئِذٍ	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
أية	أَيَّةُ	اسم	اسم إضافة	1	0	1	1	0	0	0	0	1	0	جار	اسم	
وراءك	وَرَاءَكِ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وراءكما	وَرَاءَكُما	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وراءكم	وَرَاءَكُمْ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وراءكن	وَرَاءَكُنَّ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وراء	وَرَاءَ	اسم	ظرف مكان	1	0	0	1	1	0	1	0	0	0	جار	اسم	
بعدما	بَعْدَمَا	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
بئسما	بِئْسَمَا	اسم فعل	المدح والذم	1	0	0	0	0	0	0	0	0	0	عاطل		
قبلما	قَبْلَمَا	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
بعدئذ	بَعْدَئِذٍ	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
حينئذ	حِينَئِذٍ	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
عندئذ	عِنْدَئِذٍ	اسم	ظرف زمان	1	0	0	0	0	0	0	0	0	0	عاطل		
إنا	إِنَّا	حرف	ناصب ومنصوب	1	0	0	0	1	0	1	0	0	0	عاطل		
أنا	أَنَّا	حرف	ناصب ومنصوب	1	0	0	1	1	0	1	0	0	0	عاطل		
هاذين	هَاذَيْنِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
لازال	لَازَالَ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لازالت	لَازَالَتْ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	رافع	اسم	
لازلت	لَازِلْتُ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلنا	لَازِلْنَا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلت	لَازِلْتَ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلت	لَازِلْتِ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلتما	لَازِلْتُمَا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلتما	لَازِلْتُمَا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلتم	لَازِلْتُم	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلتن	لَازِلْتُنَّ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازالا	لَازَالَا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازالتا	لَازَالَتَا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازالوا	لَازَالُوا	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
لازلن	لَازِلْنَ	فعل	كاد و اخواتها	1	0	0	0	1	0	0	0	0	0	ناصب	اسم	
مازلت	مَازِلْتُ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلنا	مَازِلْنَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلت	مَازِلْتَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلت	مَازِلْتِ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلتما	مَازِلْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلتما	مَازِلْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلتم	مَازِلْتُم	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلتن	مَازِلْتُنَّ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازالا	مَازَالَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازالتا	مَازَالَتَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازالوا	مَازَالُوا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مازلن	مَازِلْنَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمت	مَادُمْتُ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمنا	مَادُمْنَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمت	مَادُمْتَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمت	مَادُمْتِ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمتما	مَادُمْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمتما	مَادُمْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمتم	مَادُمْتُم	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمتن	مَادُمْتُنَّ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادامت	مَادَامَتْ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	رافع	اسم	
ماداما	مَادَامَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادامتا	مَادَامَتَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماداموا	مَادَامُوا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مادمن	مَادُمْنَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحت	مَابَرِحْتُ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحنا	مَابَرِحْنَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحت	مَابَرِحْتَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحت	مَابَرِحْتِ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحتما	مَابَرِحْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحتما	مَابَرِحْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحتم	مَابَرِحْتُم	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحتن	مَابَرِحْتُنَّ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحت	مَابَرِحَتْ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	رافع	اسم	
مابرحا	مَابَرِحَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحتا	مَابَرِحَتَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحوا	مَابَرِحُوا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مابرحن	مَابَرِحْنَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئت	مَافَتِئْتُ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئنا	مَافَتِئْنَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئت	مَافَتِئْتَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	رافع	اسم	
مافتئت	مَافَتِئْتِ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئتما	مَافَتِئْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئتما	مَافَتِئْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئتم	مَافَتِئْتُم	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئتن	مَافَتِئْتُنَّ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئت	مَافَتِئَتْ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	رافع	اسم	
مافتئا	مَافَتِئَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئتا	مَافَتِئَتَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئوا	مَافَتِئُوا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
مافتئن	مَافَتِئْنَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككت	مَااِنْفَكَكْتُ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككنا	مَااِنْفَكَكْنَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككت	مَااِنْفَكَكْتَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككت	مَااِنْفَكَكْتِ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككتما	مَااِنْفَكَكْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككتما	مَااِنْفَكَكْتُمَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككتم	مَااِنْفَكَكْتُم	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككتن	مَااِنْفَكَكْتُنَّ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفكت	مَااِنْفَكَّتْ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	رافع	اسم	
ماانفكا	مَااِنْفَكَّا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفكتا	مَااِنْفَكَّتَا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفكوا	مَااِنْفَكُّوا	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
ماانفككن	مَااِنْفَكَكْنَ	فعل	كان و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
